CKD_number,High school diploma only 2014-18,30-39,40-49,N_POP_CHG_2018,60-69,Some college or associate's degree 2014-18,Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Family Medicine/General Practice Primary Care (2019),CI90LBINC_2018,CI90UBINC_2018,Heart disease_prevalence,Heart disease_number,Population Aged 60+,COPD_number,anycondition_prevalence,anycondition_number,Percent of Population Aged 60+,Active Primary Care Physicians per 100000 Population 2018 (AAMC),Total physician assistants (2019),Internal Medicine Primary Care (2019),Total Specialist Physicians (2019),Unemployed_2018,Asian-alone pop,Total nurse practitioners (2019),White-alone pop,CKD_prevalence,Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),R_NET_MIG_2018,Total Hospitals (2019),Bachelor's degree or higher 2014-18,Civilian_labor_force_2018,Less than a high school diploma 2014-18,70-79,Hawaiian/Pacific Islander-alone pop,Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Native American/American Indian-alone pop,R_death_2018,R_DOMESTIC_MIG_2018,Active General Surgeons per 100000 Population 2018 (AAMC),Obesity_prevalence,diabetes_number,R_INTERNATIONAL_MIG_2018,R_birth_2018,19-Oct,20-29,Active Physicians per 100000 Population 2018 (AAMC),county_pop2018_18 and older,Black-alone pop,GQ_ESTIMATES_2018,Employed_2018,0-9,POP_ESTIMATE_2018,Two or more races pop,50-59,diabetes_prevalence,Median_Household_Income_2018,COPD_prevalence,80+
1179,10630,5045,4729,-834,4666,8066,6.5,23.05632046,33226,40210,9.7,2959,8720,3341,58.4,17794,20.0,79.9,2.859804733,12.30126534,49.76607567,995,202,17.85667549,25478,3.9,188.2,127,1.204128309,3521,17510,5305,2608,13,75.0,185,12.3,130,7.0,43.0,5006,47,14.1,5981,5535,207.6,30494,14724,813,16515,5798,41239,637,5447,16.4,36718,11.0,1430
5933,51960,47099,40035,9031,31150,63828,7.1,150.2665083,73748,77510,5.2,12026,48279,12435,36.0,83464,16.9,95.4,123.998841,138.1259898,402.2374509,4970,5588,159.7581864,291084,2.6,262.5,202,4.911391567,50460,165290,22517,16402,504,88.9,5066,5.9,212,7.8,28.8,20680,17,14.3,45965,43011,285.7,231808,4868,4949,160320,45797,314305,7195,36981,8.9,75629,5.4,7865
792,7696,3197,3269,48,4389,5952,7.1,17.34763574,48279,55105,8.7,1977,7781,1923,44.6,10163,25.6,94.6,9.743482832,16.16147261,48.70152805,448,144,16.10322353,30061,3.5,238.3,75,0.704284357,4456,15559,2338,2484,8,86.4,93,10.2,37,7.9,34.6,2579,3,13.5,4347,2841,264.9,22766,150,321,15111,4361,30785,329,4369,11.3,51692,8.4,1528
1904,13962,9517,8421,557,10477,15152,6.1,45.15478773,53129,61357,7.5,4427,18408,4120,41.1,24237,24.5,100.6,19.50539619,38.31563151,113.6485794,2063,967,31.04711124,71774,3.2,246.3,344,0.940511766,13702,45580,8575,6247,202,91.7,1590,8.7,133,6.9,34.9,6629,14,11.6,9778,9331,278.8,59014,721,931,43517,9972,77036,1782,9773,11.2,57243,7.0,3520
4896,39539,28723,30179,1061,29422,45544,7.4,76.31973642,79497,86923,6.6,12210,52232,12682,39.5,72631,23.0,112.9,104.7394161,244.0347128,576.0255662,4187,6795,148.5290426,213846,2.7,304.1,163,1.955104359,66902,118982,9508,18544,100,94.8,546,8.8,183,10.2,30.3,17334,6,9.5,27193,27156,375.1,183995,4480,3400,114795,24431,230163,4396,35111,9.4,83210,6.9,9404
142,1477,662,559,-37,787,1471,6.2,3.609669574,50956,62438,8.0,356,1687,334,50.6,2241,30.1,88.2,2.354879675,2.561146507,7.863923001,78,37,2.993733893,5349,3.2,214.5,5,0.266427992,815,3159,331,475,0,80.3,47,14.6,13,6.8,39.7,489,0,11.2,640,576,239.2,4429,47,186,3081,567,5527,47,853,11.0,56697,7.5,408
2955,19088,9303,9069,-739,11511,19973,6.2,40.02899495,34559,39709,8.6,5829,22393,6282,53.9,36586,25.1,80.1,17.93695673,36.54077839,110.3233983,1987,867,36.26719277,30133,4.4,205.0,122,1.179837954,11566,34534,8541,7759,32,72.3,589,13.2,355,7.0,42.0,11961,5,10.4,11500,11802,229.5,67890,54060,3017,32547,10312,86934,1253,11820,17.6,37134,9.3,3858
864,10165,3340,3421,-71,4001,4009,9.2,19.80768034,35827,44301,11.3,2633,7914,3298,56.1,13121,27.1,100.1,10.66199071,15.5779984,44.7388622,663,142,15.03532222,27759,3.7,231.6,80,0.89381958,3431,11987,3398,2883,1,89.4,81,12.4,4,10.5,37.1,3683,9,10.0,3140,3586,263.4,23398,521,2316,11324,2942,28823,319,4051,15.7,40064,14.1,1459
541,4620,3233,2650,256,2359,4252,5.5,12.62212349,49136,58904,7.5,1248,4145,1299,42.6,7079,18.0,73.9,8.460382121,5.325386157,19.0974645,304,140,9.418677831,22718,3.3,181.6,314,0.616047242,2098,11963,3150,1403,48,68.9,538,6.4,26,5.8,34.1,2032,57,16.1,3876,3007,192.6,16621,191,106,11659,4106,24015,380,2718,12.2,54020,7.8,663
34175,245164,158559,142004,-4514,159927,257850,7.1,575.2448185,49057,50955,8.1,79547,297844,86130,45.2,445409,23.7,93.7,237.9295994,841.2662847,2424.200417,32050,41763,642.6014538,791110,3.5,248.6,28,20.64326578,279259,612216,93264,92019,543,83.7,3304,11.0,67,8.3,34.9,130681,20,11.5,146396,172576,292.7,985975,378974,29963,580166,140992,1243857,28163,169617,13.3,50006,8.7,61767
434,4050,1539,1568,-184,1897,3215,5.4,4.603416679,38632,48102,10.2,1120,3871,1172,55.2,6051,27.3,72.9,2.79835244,5.201113726,16.2345629,351,85,4.741346767,10482,4.0,199.9,340,0.250477208,861,5283,1582,1285,2,66.5,120,13.2,2,6.2,40.0,1730,0,8.9,1632,1723,224.8,10964,2791,725,4932,1465,13746,266,1983,15.8,43367,10.7,654
1082,9400,4795,4761,109,5426,9172,5.4,13.81761765,44034,53074,8.8,2776,9637,2883,49.1,15425,23.8,72.9,8.399535988,15.61166538,48.72967156,746,215,14.23162866,36419,3.4,199.9,30,0.751832504,4695,17841,4321,3385,24,66.5,437,11.4,32,6.2,35.6,4189,2,11.6,5627,4656,224.8,31443,3306,445,17095,5109,41260,859,5763,13.3,48554,9.2,1738
1019,11081,4562,4513,-108,4669,7390,6.3,17.17488164,39883,48639,9.0,2641,9126,3157,52.0,15184,23.5,86.6,4.1744504,23.92305334,68.20361442,684,168,21.44976995,32740,3.5,236.3,168,0.765839021,3821,20017,4055,3060,12,79.0,151,12.0,13,7.0,39.1,3812,1,12.0,4920,4790,273.1,29205,4645,559,19333,5094,38458,742,5178,13.1,44261,10.8,1672
1861,13660,6475,6741,-332,7258,13310,6.2,21.56817372,33275,40449,10.3,4513,14110,4941,50.8,22361,24.9,86.2,22.73662846,27.09421425,80.28570431,1115,335,25.28257342,35162,4.2,223.5,130,0.600307022,5144,22338,7262,5203,48,78.1,2067,13.6,347,7.1,37.9,7244,3,10.1,6867,7089,255.0,44010,17001,3085,21223,5995,55655,1042,7501,16.5,36862,11.2,2526
4608,40304,30505,27867,1632,25217,51481,6.5,154.6789989,61674,68082,6.1,10568,45693,10173,41.2,71501,20.8,84.8,61.05561595,91.47605766,292.537283,3313,5857,137.571974,199632,2.7,193.1,41,8.446146169,49199,119524,7943,14979,277,77.9,611,7.8,181,6.9,35.1,16070,13,12.4,29579,30505,218.2,173399,13389,5272,116211,28754,225909,6143,29327,9.3,64878,5.9,9176
20,146,78,64,-5,133,181,9.7,0.589257404,44579,55107,8.6,52,232,43,44.4,270,34.4,87.0,0.227872966,0.352349828,0.906472634,9,0,0.458757468,728,3.2,217.1,62,0.039149981,138,399,56,66,0,79.6,20,1.3,491,10.5,34.1,69,0,15.7,81,69,237.6,608,8,0,390,91,763,7,125,11.4,49843,7.1,56
24,186,71,77,20,155,176,7.1,0.387732102,55323,68975,8.2,56,329,49,35.1,240,40.1,95.4,0.319953739,0.356405968,1.03789177,12,6,0.412223443,764,3.5,262.5,196,0.012672845,318,459,45,131,0,88.9,11,5.0,193,7.8,23.4,71,0,2.5,81,71,285.7,685,5,56,447,68,811,25,114,10.4,62149,7.1,43
1221,11722,5648,5916,-156,6658,11670,5.8,23.3254057,53021,63063,8.0,3033,12932,3349,47.2,17991,26.0,99.6,9.601405846,37.18425675,82.39023379,1259,237,19.12190097,46934,3.2,240.5,302,0.720490728,7842,25083,3397,4352,15,87.2,157,11.5,224,7.0,33.2,4195,9,10.5,6275,5139,284.4,38113,954,721,23824,5769,49090,793,6810,11.0,58042,8.8,2523
768,7418,3114,3217,57,3406,4987,7.6,11.19189813,36881,44679,11.3,2274,6066,2911,57.7,11641,23.2,77.3,5.808006084,11.63368359,38.02889176,540,69,17.28264691,25535,3.8,214.6,30,0.618499634,1858,10995,3547,2091,10,72.9,69,11.1,371,8.3,43.6,3196,12,10.8,3437,3187,230.9,20167,322,768,10455,3265,26321,316,3629,15.8,40780,14.4,975
668,5709,3796,3193,330,3100,5758,7.1,13.65333337,50467,60307,6.9,1461,6047,1469,39.3,8302,21.5,95.4,11.26663242,12.55023629,36.54761179,483,238,14.51575472,26164,3.2,262.5,207,0.446252908,3231,16473,3657,1803,92,88.9,531,8.9,44,7.8,29.2,2060,51,14.8,3876,3783,285.7,21134,1072,563,15990,4263,28558,461,3459,9.7,55387,7.0,1285
477,3978,1483,1676,-173,2291,3131,6.2,6.685773192,40679,50091,9.0,1064,4258,1084,50.5,5948,28.8,80.1,2.99588897,6.103159894,18.42657353,283,47,6.057464733,8300,4.0,205.0,266,0.19706038,2047,6665,1532,1525,15,72.3,74,12.9,22,7.0,37.6,1931,3,8.2,1589,1565,229.5,11786,5914,158,6382,1430,14520,170,2237,16.4,45385,9.2,724
72,508,256,230,-31,386,666,7.1,1.101044427,35721,44297,9.3,170,770,156,37.8,693,32.7,95.4,0.908573936,1.012087477,2.947305482,32,33,1.170592587,2164,3.9,262.5,79,0.03598713,353,1253,167,246,5,88.9,27,10.8,210,7.8,25.5,215,5,9.9,255,213,285.7,1834,22,35,1221,250,2303,52,276,11.7,40009,8.5,191
1668,16159,10401,9487,127,9141,14918,6.3,34.29617273,59260,66374,6.8,4040,16261,4611,43.9,26221,21.2,86.6,8.335875316,47.77145989,136.194414,956,1054,42.83261046,64290,2.8,236.3,137,1.529288404,17308,38229,4246,5471,52,79.0,300,8.9,365,7.0,36.1,6402,10,11.6,9817,9940,273.1,59690,9528,4917,37273,9259,76796,1572,10258,10.7,62817,7.7,3022
53,516,161,187,-26,259,487,9.7,1.469668205,45074,55208,9.9,145,723,119,46.6,683,37.4,87.0,0.568338471,0.87879649,2.260835415,23,8,1.144188023,1842,3.6,217.1,371,0.097644054,235,896,191,210,0,79.6,15,11.0,485,10.5,35.5,185,94,11.0,231,182,237.6,1465,7,53,873,243,1903,31,263,12.6,50141,8.1,167
2580,20535,12484,12677,255,15265,24679,7.4,36.42979768,59755,66105,7.1,6203,27978,6751,38.8,34020,25.6,112.9,49.9953998,116.4854024,274.9550223,2172,1444,70.89755841,102780,2.9,304.1,101,0.933232471,26474,55149,5046,9463,45,94.8,400,9.9,159,10.2,29.6,8931,35,8.9,13635,13105,375.1,87720,3060,3243,52977,11474,109864,2135,16507,10.2,62930,7.7,5254
839,5191,3672,3234,-411,2740,4942,6.7,9.452875076,27968,34690,8.9,1785,4684,2050,60.3,12094,17.4,65.9,0.922021543,10.15947102,29.13415737,611,108,17.97511158,6358,4.2,174.8,437,0.853085353,2714,7837,4773,1403,12,61.2,84,11.7,439,7.1,45.4,3771,12,10.8,3429,4205,191.3,20041,19006,4108,7226,3012,25735,167,3225,18.8,31329,10.2,815
405,2903,1123,1189,-85,1426,1738,6.9,4.061325677,22961,27809,11.2,911,2751,991,58.9,4769,25.2,77.2,1.16317411,4.967949236,13.78850506,262,25,5.515836854,2915,5.0,196.7,55,0.219589879,901,2734,1662,887,2,71.2,24,13.0,58,7.6,45.3,1770,0,12.7,1510,1317,217.1,8102,7575,108,2472,1314,10627,86,1339,21.8,25385,12.2,522
721,7489,3359,3352,0,4735,5739,9.9,17.27070776,59184,65416,7.0,1663,7904,1813,37.7,8919,27.3,130.3,11.4366349,19.30800305,56.02562035,426,160,17.78003158,28061,3.0,322.7,318,0.648230318,6154,15980,1731,2661,7,121.5,112,8.5,26,11.7,28.8,2459,39,9.0,3210,3051,367.1,23683,205,729,15554,2833,28999,454,4559,10.4,62300,7.7,1239
681,5856,3122,2534,-321,3541,6822,6.3,16.04413491,45652,54330,8.5,1696,6712,1757,49.1,9773,24.8,88.0,7.461554076,10.80669791,34.19580011,443,68,14.72580744,24814,3.4,206.5,79,1.246581751,3319,13413,2052,1958,17,80.5,237,11.8,97,6.8,36.6,2708,0,12.0,3491,3087,227.6,19904,516,672,12970,3394,26111,459,3475,13.6,49991,8.8,1509
59,629,162,173,-7,329,522,6.2,1.276805503,38192,46670,9.7,153,704,135,45.7,723,34.4,88.2,0.83296359,0.905923905,2.78161199,32,17,1.058937898,1895,3.7,214.5,362,0.094240406,275,1083,82,241,2,80.3,29,10.2,26,6.8,36.0,202,0,8.7,214,178,239.2,1584,3,34,1051,195,1955,9,283,12.7,42431,8.5,180
1413,10681,4882,5603,62,5552,9590,6.2,17.39521362,35147,41881,9.8,3404,10922,3803,55.0,19038,24.0,86.2,18.33759845,21.85208867,64.75221291,902,411,20.3909599,27577,4.1,223.5,131,0.484161015,4264,16519,6035,3638,69,78.1,1444,12.4,32,7.1,39.8,5648,3,11.7,5747,6086,255.0,34622,14347,1150,15617,5557,44887,1039,6044,16.3,38514,11.0,1778
337,3032,1196,1338,58,1604,2964,6.2,4.484924525,47143,56349,8.6,797,2897,843,50.3,4636,25.0,86.2,4.727895089,5.634019253,16.6947526,212,43,5.257303426,7580,3.7,223.5,368,0.124828913,1204,5309,1145,1094,12,78.1,66,12.3,38,7.1,36.9,1356,25,8.9,1446,1227,255.0,9226,3614,60,5097,1137,11573,258,1994,14.7,51746,9.1,537
947,8400,5052,4456,312,4593,8952,6.6,24.999838,49160,57614,7.5,2254,9579,1939,43.5,13012,24.3,104.9,12.92062363,22.92483719,66.90629777,547,1911,20.53609054,35366,3.2,265.0,175,0.905584548,5773,20450,3473,2828,173,96.0,283,9.8,371,7.4,33.5,3173,52,12.6,5578,4625,302.7,29918,1473,632,19903,5440,40011,805,5054,10.6,53387,6.5,2385
1387,8118,4653,4371,-60,7725,13330,6.2,16.79896342,44496,50624,9.2,3211,14018,3241,40.8,14232,32.2,96.2,8.750979958,24.7187274,64.96196073,1166,688,17.03771695,37631,4.0,243.8,169,0.396817204,7163,17410,3181,5043,154,87.1,2226,12.8,128,7.2,28.4,4500,9,10.4,4953,4267,279.6,34922,647,576,16244,4781,43724,2378,5623,12.9,47560,9.3,2308
579,4269,1606,1949,310,2810,3194,6.1,5.469221325,39502,48924,10.8,1517,5564,1603,48.6,6805,34.0,79.1,5.334535136,7.981760116,20.5043689,284,182,7.720404773,16007,4.1,202.9,308,0.232494017,3110,7092,1978,2275,11,71.9,93,13.0,225,7.0,33.1,2194,14,8.8,1740,1727,228.7,14009,266,490,6808,1442,16867,308,2334,15.7,44213,11.4,984
105,1123,378,384,22,727,960,6.6,2.348089056,46582,57534,8.7,266,1232,220,44.0,1339,32.1,104.9,1.213558862,2.153196325,6.284118543,91,76,1.928835277,3522,3.5,265.0,109,0.085056278,557,2405,242,373,0,96.0,34,10.7,115,7.4,34.2,365,25,9.9,393,323,302.7,3043,20,53,2314,372,3758,106,598,12.0,52058,7.2,210
419,4751,2173,1986,-40,2117,3507,6.3,7.86128872,49221,55805,7.8,1075,4083,1246,45.8,6339,23.2,86.6,1.910729897,10.95006261,31.21816591,230,110,9.817991066,15699,3.0,236.3,65,0.350539921,2623,7424,1349,1352,12,79.0,106,10.4,352,7.0,34.5,1560,14,10.3,2230,2625,273.1,13841,1245,1543,7194,1960,17603,431,2326,11.3,52513,9.0,834
62,693,351,325,-88,403,817,9.4,1.613510244,55427,68631,7.1,151,737,145,39.8,847,25.2,91.5,1.07475725,0.94556648,3.166548214,32,20,1.385364843,2815,2.9,236.2,446,0.153929427,336,1704,93,195,5,88.0,26,8.4,450,9.8,32.6,212,0,13.2,413,302,247.1,2129,9,34,1672,436,2920,45,357,9.9,62029,6.8,138
6409,55297,36592,39725,1895,43004,63927,8.6,132.4266995,88384,98906,6.4,15962,69798,17362,39.2,97555,23.1,105.9,118.7509646,198.070227,510.1049115,5100,6895,231.1199197,293326,2.6,287.6,120,6.382009616,89911,185379,11565,24065,147,99.6,697,7.9,25,9.7,28.6,23425,25,8.7,36055,35317,315.1,249181,3489,2504,180279,30017,309176,4622,52130,9.4,93645,7.0,12271
572,6237,2225,2445,237,2854,3717,7.6,8.669139437,43158,51410,10.8,1696,5162,2068,55.8,8780,25.8,77.3,4.498827097,9.01134231,29.45682327,429,74,13.38697637,19460,3.6,214.6,34,0.479084022,1546,7990,2486,1789,2,72.9,105,10.4,100,8.3,39.8,2433,1,12.5,2629,2162,230.9,15734,430,300,7561,2476,20388,317,3005,15.5,47284,13.1,803
867,11010,4660,4513,162,4636,8682,6.5,25.434404,55236,65520,7.5,2147,9289,2070,45.2,13023,25.2,84.8,10.03958658,15.04172527,48.10291954,506,249,22.62143659,35409,3.0,193.1,115,1.388829094,4634,19266,1623,2960,22,77.9,139,10.5,260,6.9,37.4,3133,0,10.8,4712,4119,218.2,28801,864,1743,18760,4384,37147,464,5131,10.9,60378,7.2,2032
83,783,239,233,-1,404,598,6.2,1.718952473,40499,50475,10.6,218,885,197,50.9,1050,32.7,88.2,1.121411852,1.219637707,3.744860745,37,6,1.425639154,2557,4.0,214.5,8,0.126875063,342,1472,230,297,0,80.3,5,11.4,152,6.8,37.1,284,0,11.8,294,230,239.2,2063,15,39,1435,323,2632,49,354,13.7,45487,9.5,258
4017,32223,24495,23250,5280,21216,42977,6.0,69.72097566,66512,72570,7.7,10776,34353,12054,47.7,66726,20.6,86.8,51.30554405,97.63462715,245.059125,2678,3860,104.076239,156117,2.9,240.7,251,1.827228469,33286,80654,10001,13087,305,80.1,1574,8.9,246,6.9,31.0,15533,46,10.8,22377,22475,265.2,139997,11588,6035,77976,20777,179349,5905,25865,11.1,69541,8.6,5807
940,8192,3727,4020,302,4199,5728,7.4,12.13401221,39644,48620,10.3,2633,7787,3221,54.5,13915,24.0,85.1,5.81807826,17.5079251,49.312118,731,196,28.05563241,31277,3.7,225.8,426,0.561307886,3349,13026,4785,2849,22,77.8,186,12.0,364,8.1,38.7,3835,49,11.9,4474,4128,253.1,25547,740,830,12295,3898,33044,623,4452,15.0,44132,12.6,1297
82,613,349,302,-16,358,542,5.4,0.991948218,35861,43211,9.5,208,771,206,49.6,1084,25.5,72.9,0.60299141,1.120740496,3.498237692,38,15,1.021669513,2610,3.8,199.9,204,0.053973046,369,1185,479,236,0,66.5,97,7.7,164,6.2,37.0,321,9,10.1,431,338,224.8,2183,182,54,1147,432,2962,58,366,14.7,39536,9.4,150
36,316,149,135,-17,248,320,8.6,0.853595697,53218,65696,8.4,93,375,67,42.1,463,27.0,92.8,0.637435604,0.534877895,1.511542843,21,2,0.746304556,1326,3.2,219.1,468,0.089935221,232,817,43,131,0,84.8,34,5.7,513,9.2,32.0,121,15,12.9,155,118,240.4,1100,6,0,796,161,1392,24,202,11.0,59457,6.1,93
82,661,325,359,-42,444,928,9.7,2.483685206,51897,64295,8.4,213,956,177,45.9,1163,28.8,87.0,0.96047111,1.485133743,3.820728689,42,27,1.933635671,3110,3.2,217.1,466,0.16501486,563,1605,181,283,0,79.6,37,10.5,434,10.5,37.0,289,46,11.7,373,348,237.6,2536,10,55,1563,371,3216,32,453,11.4,58096,7.0,260
190,2119,895,812,-30,991,1495,5.8,4.381205652,50933,61271,9.2,525,2064,517,47.9,2736,26.7,73.9,2.496899504,2.556995688,9.037690597,85,57,2.192541412,7055,3.3,189.1,158,0.242323321,1019,4005,616,665,7,68.5,235,9.1,81,6.2,35.1,718,25,12.0,1040,739,206.7,5712,73,77,3920,1057,7644,217,967,12.6,56102,9.0,478
1073,12780,5581,5926,148,5940,9185,6.1,23.60306569,58493,64189,7.6,2728,9969,3503,44.1,15830,21.0,80.3,6.0019833,18.68783203,61.83818533,694,254,24.52644773,45971,3.0,212.0,10,0.937587924,4481,23666,4985,3205,26,74.4,189,9.4,15,6.5,35.8,4400,9,12.1,6561,5918,230.8,35928,508,813,22972,6190,47532,584,6523,12.2,61341,9.7,1688
213,2155,1389,1109,15,944,2433,6.1,3.555639389,61309,70327,6.4,444,1631,443,42.3,2918,17.4,78.1,2.565243739,4.396616202,12.25631145,182,90,4.499754868,8550,3.1,224.0,84,0.109750119,709,4280,658,500,11,73.2,389,5.3,29,6.9,32.7,751,35,15.5,1365,1312,242.0,6893,199,34,4098,1468,9483,244,1057,10.9,65818,6.4,339
929,6180,4141,4564,386,6332,9892,6.2,14.14535817,61397,68139,8.0,2380,9885,2372,43.0,12743,27.9,86.2,14.91168225,17.76957891,52.6549006,1015,290,16.58142507,34318,3.1,223.5,192,0.393707782,8785,19851,1793,3453,22,78.1,204,9.7,189,7.1,32.1,3330,1,8.7,4041,3379,255.0,29602,983,150,18836,3492,36501,684,5650,11.2,64768,8.0,1449
134,1351,532,479,-61,708,1140,6.5,3.401569953,44385,53123,9.1,344,1529,311,47.3,1799,30.7,84.8,1.342683559,2.01166423,6.433232947,70,26,3.025366705,4832,3.5,193.1,73,0.185740516,715,2524,268,490,3,77.9,14,11.6,380,6.9,37.3,457,6,12.6,673,433,218.2,3801,39,175,2454,601,4968,54,649,12.0,48754,8.2,403
83,764,206,226,-14,427,595,6.3,1.541062784,33408,41312,11.5,227,935,218,53.2,1045,36.2,88.0,0.716693257,1.037999248,3.284556956,39,13,1.41443549,2349,4.2,206.5,334,0.119736013,284,1165,250,317,2,80.5,50,12.3,45,6.8,39.4,321,0,11.5,275,193,227.6,1965,4,40,1126,305,2508,90,347,16.3,37360,11.1,212
1520,9254,5228,4955,-1139,5869,8835,6.7,16.55235708,30628,37354,9.7,3232,9825,3643,56.4,18852,20.5,65.9,1.614496087,17.78963446,51.01505861,1180,324,31.47512933,11664,4.5,174.8,68,1.4937861,5696,16727,6523,2984,23,61.2,120,13.3,440,7.1,43.5,6548,3,13.2,6152,5939,191.3,33452,32612,732,15547,6550,45063,320,5882,19.6,33991,10.9,1504
799,6454,2846,3223,18,3376,5437,6.1,8.500363849,36539,45391,9.3,1898,6294,2201,46.9,9557,24.0,79.1,8.291032109,12.40539761,31.86826529,501,190,11.99919435,18027,3.9,202.9,153,0.361346455,2470,11376,3612,2185,16,71.9,126,14.1,215,7.0,31.9,3181,0,11.8,3161,3320,228.7,20392,7465,373,10875,3258,26215,391,3745,15.6,40965,10.8,1101
939,9773,3088,3215,-105,5175,7248,6.7,18.778953,43212,48422,10.4,2621,10169,2797,48.8,12279,32.0,97.8,11.79491602,23.11903313,63.30218874,729,187,13.78100154,30389,3.7,249.7,165,0.448973806,3588,15826,2577,3379,4,87.6,125,14.6,46,7.9,36.4,3303,9,10.0,3411,3061,287.0,25161,173,524,15097,3203,31166,288,4628,13.1,45817,11.1,2006
2207,16718,9064,8802,462,9623,16932,7.3,41.41280922,42575,50155,7.8,4573,17086,4305,48.3,28249,22.5,91.1,19.4111141,35.72082839,105.5935417,1650,633,37.28977183,67861,3.8,213.8,284,1.49596932,8710,30234,8685,6094,143,82.1,4749,9.0,260,7.7,35.9,8305,9,10.7,10510,9793,244.8,58545,1258,1549,28584,9392,76456,1812,10373,14.2,46365,7.4,2805
345,2910,1473,1552,31,1675,3154,5.8,5.918542541,48594,59174,8.7,880,3202,1004,48.0,4872,24.8,99.6,2.436241826,9.435060136,20.90553579,320,37,4.851953524,11335,3.4,240.5,22,0.182815899,1526,4100,1639,1244,4,87.2,47,11.1,82,7.0,35.9,1220,0,8.9,1379,1569,284.4,10153,883,1273,3780,1216,12456,150,1735,12.0,53884,9.9,613
13860,103202,93067,76453,4555,69502,129390,6.7,393.9362308,59993,63357,6.5,32341,115828,35772,40.0,198319,18.2,97.8,247.4283183,484.9804335,1327.924173,10654,21908,289.0915059,537844,2.8,249.7,314,9.418365802,148413,358900,41102,36371,528,87.6,4954,7.3,309,7.9,31.5,49037,24,13.4,87369,99817,287.0,495977,68909,11539,348246,87350,653786,19643,81739,9.9,61675,7.2,22118
37,225,90,110,-20,218,237,6.2,0.423009302,49477,61291,9.7,89,429,90,43.7,397,35.7,96.2,0.220355616,0.622434335,1.635786268,25,22,0.429021278,770,4.1,243.8,142,0.009992127,235,547,87,114,0,87.1,263,5.4,64,7.2,29.5,130,0,7.2,139,115,279.6,908,1,24,522,80,1101,45,184,14.3,55384,9.9,51
244,2112,962,978,-27,1180,2089,6.6,5.504700527,48154,54796,9.1,606,2327,532,47.3,3136,26.4,104.9,2.844984984,5.047807243,14.73206077,364,29,4.521830439,7556,3.7,265.0,12,0.199400162,974,4475,864,752,1,96.0,822,10.1,360,7.4,33.9,849,6,12.7,1186,882,302.7,6625,66,115,4111,1177,8810,336,1195,12.8,51475,8.0,498
90,750,449,342,-77,580,1009,9.4,1.892006533,46557,56823,8.2,222,1075,197,40.5,1103,30.1,91.5,1.260263295,1.108773846,3.713103111,42,17,1.624482611,3168,3.3,236.2,297,0.180498068,604,1769,195,282,0,88.0,77,11.8,455,9.8,31.9,299,98,11.0,364,321,247.1,2726,18,85,1727,390,3424,144,461,11.0,51690,7.2,235
10687,56713,86025,79185,6271,65180,102989,6.3,367.1729552,84883,89291,5.4,24502,110038,21432,34.4,155375,19.0,88.0,170.7590267,247.3132538,782.5771259,9723,30989,337.0027907,518978,2.4,206.5,311,28.52825085,217617,336677,16315,36152,262,80.5,2361,6.7,121,6.8,27.2,37119,5,12.1,80697,74265,227.6,451912,29534,5163,326954,78126,597555,15431,77032,8.2,87087,4.7,20893
315,3845,1263,1304,-135,1641,2302,6.3,5.375579863,41607,48377,9.1,841,3264,972,48.2,4439,26.6,86.6,1.30656455,7.487695488,21.34710351,241,37,6.713580552,11667,3.4,236.3,2,0.239700564,1287,5133,922,1089,7,79.0,40,12.8,2,7.0,33.7,1169,1,10.2,1644,1341,273.1,9203,102,152,4892,1447,12037,184,1635,12.7,44992,10.6,673
434,1827,1865,1396,-55,958,2811,8.6,8.774497725,28148,35176,10.9,979,1355,1034,54.2,4867,9.5,92.8,6.552489983,5.498252733,15.53783516,370,23,7.671603371,762,4.8,219.1,106,0.924484973,849,3581,1732,462,8,84.8,13238,12.6,6,9.2,41.0,1607,46,19.9,2770,2282,240.4,8985,44,92,3211,3025,14309,234,1383,17.9,31662,11.5,168
139,1418,678,629,-82,809,1494,9.7,4.491639663,48960,60630,8.5,377,1606,318,51.5,2276,27.0,87.0,1.736971386,2.68580157,6.909626262,123,18,3.496898341,5637,3.2,217.1,432,0.298422397,824,3155,422,516,0,79.6,63,10.4,436,10.5,37.3,492,12,12.0,751,519,237.6,4424,25,46,3032,761,5816,73,818,11.1,54795,7.2,335
491,5417,2184,2258,2,2105,2939,7.4,6.080225583,34974,42784,10.0,1370,4139,1663,52.0,7147,24.8,85.1,2.915377673,8.773036672,24.70978241,298,53,14.0583816,15204,3.6,225.8,22,0.281265463,1363,6109,2477,1422,5,77.8,69,12.7,291,8.1,37.7,1985,3,8.0,1705,2257,253.1,13747,1061,2146,5811,1427,16558,166,2405,14.4,38879,12.1,795
630,3623,1965,2014,88,4433,5079,6.7,13.11381419,61293,73405,9.2,1686,8279,1586,44.0,8032,38.4,97.8,8.236685886,16.14460107,44.20550715,445,149,9.623619248,20214,3.4,249.7,109,0.313529677,7111,10533,797,2885,10,87.6,813,10.3,105,7.9,31.3,2122,6,8.0,2047,1931,287.0,18269,153,284,10088,1821,21764,425,3054,11.6,67349,8.7,1614
