CKD_number,High school diploma only 2014-18,30-39,40-49,N_POP_CHG_2018,60-69,Some college or associate's degree 2014-18,Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Family Medicine/General Practice Primary Care (2019),CI90LBINC_2018,CI90UBINC_2018,Heart disease_prevalence,Heart disease_number,Population Aged 60+,COPD_number,anycondition_prevalence,anycondition_number,Percent of Population Aged 60+,Active Primary Care Physicians per 100000 Population 2018 (AAMC),Total physician assistants (2019),Internal Medicine Primary Care (2019),Total Specialist Physicians (2019),Unemployed_2018,Asian-alone pop,Total nurse practitioners (2019),White-alone pop,CKD_prevalence,Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),R_NET_MIG_2018,Total Hospitals (2019),Bachelor's degree or higher 2014-18,Civilian_labor_force_2018,Less than a high school diploma 2014-18,70-79,Hawaiian/Pacific Islander-alone pop,Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Native American/American Indian-alone pop,R_death_2018,R_DOMESTIC_MIG_2018,Active General Surgeons per 100000 Population 2018 (AAMC),Obesity_prevalence,diabetes_number,R_INTERNATIONAL_MIG_2018,R_birth_2018,19-Oct,20-29,Active Physicians per 100000 Population 2018 (AAMC),county_pop2018_18 and older,Black-alone pop,GQ_ESTIMATES_2018,Employed_2018,0-9,POP_ESTIMATE_2018,Two or more races pop,50-59,diabetes_prevalence,Median_Household_Income_2018,COPD_prevalence,80+
857,8534,5288,5172,651,4605,8310,5.8,22.91764887,62169,69493,7.6,2263,7891,2329,43.8,13009,20.8,73.9,13.06103175,13.37538888,47.27525621,537,213,11.46896499,34340,2.9,189.1,244,1.267569075,6220,19424,2591,2807,39,68.5,2804,9.3,403,6.2,33.0,3276,12,11.3,5908,4348,206.7,29720,384,194,18887,5228,39985,2205,5335,11.0,65831,7.8,1294
1283,9916,6127,5349,-463,6058,11506,5.8,24.17831063,43000,51582,7.5,3108,11175,3629,44.4,18525,21.3,99.6,9.952485975,38.54391739,85.40287323,1171,534,19.82110269,47219,3.1,240.5,340,0.746835826,8441,24195,3140,3538,104,87.2,129,9.6,343,7.0,32.4,4444,13,9.6,6598,9746,284.4,41683,2042,3296,23024,5007,50885,857,6100,10.7,47291,8.7,2362
1900,13753,5510,5574,-708,7141,9182,6.2,19.5991163,34509,39011,10.9,4329,13866,4630,57.2,22738,26.5,86.2,20.66089745,24.62065927,72.95605444,1229,443,22.97441143,20239,4.8,223.5,172,0.545502243,5253,20243,8203,4518,36,78.1,2028,14.3,432,7.1,42.0,7678,9,10.8,6199,5962,255.0,39744,27145,1401,19014,5652,50574,683,7471,19.3,36760,11.6,2547
1518,16675,10474,9745,779,7416,15846,6.5,41.18090632,51978,61324,7.3,3985,12771,4377,46.6,25439,17.8,79.9,5.107898767,21.97129661,88.88721442,1087,689,31.89381766,66146,2.8,188.2,124,2.150694217,9639,33853,5363,4464,59,75.0,522,9.3,127,7.0,34.5,5913,14,12.8,10482,9400,207.6,54648,4675,572,32766,10215,73657,1566,9377,10.8,56651,8.0,2084
588,4973,3056,2559,292,2544,4377,6.3,9.906425514,44484,49750,8.3,1431,5038,1548,44.9,7765,23.3,90.3,5.584152971,11.28519592,31.2202501,338,374,11.89621171,18375,3.4,231.8,368,0.255032676,3786,10461,2031,1844,12,81.7,133,10.3,316,7.3,33.7,2169,18,15.2,2605,2929,263.2,17282,2912,192,10123,3162,22628,822,2868,12.6,47117,9.0,1061
4212,43787,22243,23283,884,25708,34339,7.2,105.6874218,63560,70762,6.8,10245,44846,10440,43.5,65463,24.1,100.8,83.16796142,152.2227496,392.6895084,3844,2754,102.7386195,180191,2.8,273.3,222,2.919460985,46776,98563,7163,14630,64,88.2,278,10.4,53,8.7,33.4,14996,2,9.5,23202,20970,320.5,150374,2491,5446,94719,19848,187888,2110,28813,10.0,67161,6.9,9191
769,9461,3710,4113,-89,4125,6945,6.1,16.57061142,61971,71469,7.7,1970,7509,2471,45.1,11567,22.4,80.3,4.213712503,13.11985514,43.41370539,649,159,17.21887488,32395,3.0,212.0,217,0.658236746,3323,16509,2634,2631,16,74.4,115,9.9,30,6.5,34.1,3133,3,11.2,4771,4099,230.8,25626,290,932,15860,3984,33370,395,4600,12.2,66720,9.6,1337
9167,57095,54810,48368,3105,41347,78748,6.2,190.8926382,50029,55193,5.8,18763,68651,18970,42.6,138891,17.0,80.1,85.53881994,174.2578248,526.1167457,6772,12220,172.9531335,190259,2.8,205.0,163,5.626481006,96025,196988,22729,23055,609,72.3,1515,7.7,32,7.0,36.3,35795,45,11.3,59170,80121,229.5,325946,200032,31195,190216,48233,414576,9941,48525,11.0,52611,5.8,10947
14524,122015,132411,88692,3139,59441,83820,6.7,205.508119,71198,75476,5.4,29169,109974,25934,29.9,160832,16.2,97.7,141.3058041,536.5370757,1189.032942,13852,111027,418.6810533,437643,2.7,271.0,217,6.222919407,194212,357639,75223,33718,1320,87.5,7526,6.6,473,7.6,24.0,59570,104,15.1,66068,111584,306.5,537840,100352,9477,343787,84979,676061,18193,78978,11.1,73337,4.8,20190
7239,48836,46801,43100,2113,37422,60184,6.3,144.1488232,65748,71414,6.1,15651,65204,15414,41.2,104968,20.1,90.3,81.25524975,164.2113706,454.2872003,5387,29756,173.1022875,188931,2.8,231.8,183,3.710991425,96491,180933,19203,21440,220,81.7,1173,8.4,8,7.3,32.3,28279,62,11.5,41545,42280,263.2,254989,101116,2749,175546,39708,329261,8065,44244,11.1,68581,6.0,12721
1392,9368,4298,4154,-925,5112,8076,6.9,14.64095104,31607,36463,10.6,3103,9436,3327,58.8,17157,23.2,77.2,4.193205999,17.90930039,49.70712607,973,223,19.88441798,10630,4.8,196.7,20,0.79161459,4021,14860,5135,3059,17,71.2,111,13.7,23,7.6,42.2,6160,3,11.9,5345,4753,217.1,29189,26994,852,13887,4767,38310,335,5259,21.1,34035,11.4,1563
1500,14575,5688,6859,280,7309,10925,7.4,19.83362388,45433,53789,9.5,4118,13602,4957,53.9,23374,25.7,85.1,9.509927459,28.61754178,80.60301772,917,311,45.85827436,51549,3.5,225.8,97,0.917484612,6159,24009,5827,5142,31,77.8,270,12.6,406,8.1,39.3,6128,2,8.9,6622,6553,253.1,43394,1140,1501,23092,5429,54012,711,8129,14.1,49611,11.4,2281
266,2605,879,974,-2,1138,1644,6.5,4.654984944,33977,41275,10.8,694,2133,705,57.0,3672,25.0,79.9,0.577383889,2.483579504,10.04758471,128,44,3.605196055,5528,4.1,188.2,21,0.243109006,916,3613,787,756,2,75.0,34,12.1,15,7.0,42.1,1104,8,12.5,1044,895,207.6,6444,2578,157,3485,1022,8326,140,1178,17.1,37626,10.9,440
553,5664,2884,2950,4,3170,6391,6.5,17.18244726,60243,72477,7.2,1360,6126,1279,42.7,8033,24.5,84.8,6.782335729,10.16157686,32.49637295,279,175,15.28212107,24055,2.9,193.1,345,0.938236361,3528,14786,1180,1892,40,77.9,266,9.8,112,6.9,36.6,1914,32,11.3,3533,2681,218.2,18823,232,288,14507,3319,25095,327,3381,10.2,66360,6.8,1285
44,418,174,183,-19,253,528,6.3,1.074074061,41677,51959,8.4,112,582,107,44.8,597,33.4,88.0,0.499513482,0.723454021,2.289236666,22,9,0.985818675,1676,3.3,206.5,92,0.083452373,237,882,92,203,3,80.5,21,8.5,383,6.8,33.5,166,0,6.8,228,151,227.6,1333,8,65,860,226,1748,31,217,12.4,46818,8.0,113
61,622,202,188,-9,309,407,6.3,0.911039538,38531,47707,10.2,166,630,179,47.7,776,30.7,86.6,0.221433221,1.268995497,3.617852552,34,4,1.137800476,1990,3.7,236.3,386,0.040623839,259,1193,191,202,0,79.0,7,10.8,293,7.0,32.4,219,0,11.2,232,203,273.1,1625,20,52,1159,227,2040,19,306,13.5,43119,11.0,171
285,3117,1050,979,-40,1643,1930,6.7,5.481362236,42884,51998,10.2,787,3126,852,48.8,3778,33.8,97.8,3.442801484,6.748182132,18.47718703,254,41,4.022517198,7705,3.7,249.7,25,0.131050334,1224,3243,759,1017,1,87.6,401,12.2,46,7.9,37.6,1034,3,6.5,843,988,287.0,7737,664,1051,2989,687,9097,285,1375,13.4,47441,11.0,515
1533,12502,6057,6753,817,7406,12472,5.4,18.76027928,46761,55543,9.5,4100,14526,4127,50.0,21537,27.1,72.9,11.40411068,21.19607084,66.16062703,904,279,19.32238502,52518,3.6,199.9,273,1.020768421,6413,25908,6181,5134,90,66.5,530,12.1,403,6.2,37.7,5855,17,11.6,7556,5975,224.8,43097,1605,571,25004,6698,56019,997,7750,13.6,51152,9.6,2690
22450,125382,162683,147080,11230,97019,153965,6.1,340.5054771,69679,71937,5.1,41504,159840,43493,33.1,271695,15.8,79.1,332.120118,496.9323557,1276.571106,22310,78463,480.6607659,478685,2.7,202.9,207,14.47472711,352847,555127,54469,52679,366,71.9,2950,7.1,32,7.0,26.5,83072,59,12.1,136568,169167,228.7,820707,467706,34253,532817,124438,1050114,21944,133488,10.1,70808,5.3,26992
731,8085,3047,3309,138,3792,6318,7.1,14.99892871,49137,56645,8.7,1844,7133,1776,45.2,9596,27.0,94.6,8.424306725,13.97336094,42.10779834,416,148,13.92299823,25040,3.4,238.3,282,0.608930867,2635,13567,2299,2421,17,86.4,407,10.0,291,7.9,37.1,2458,12,10.4,2935,2819,264.9,21235,647,1619,13151,2925,26617,358,4142,11.6,52891,8.4,1227
575,6364,2252,2533,52,3046,4469,6.1,10.3510457,44877,54585,9.4,1542,5415,1960,50.3,8272,25.8,80.3,2.632149749,8.195486379,27.11892984,407,114,10.75599182,20279,3.5,212.0,311,0.411176056,1883,9350,2215,1821,1,74.4,83,12.4,367,6.5,35.6,2421,12,9.8,2598,2209,230.8,16452,106,197,8943,2247,20845,262,3348,14.7,49731,11.9,791
59,555,341,291,-13,269,385,6.3,1.601894209,45848,57270,7.7,142,455,156,49.5,920,17.4,88.0,0.74498378,1.078972902,3.41421052,32,5,1.470268469,2424,3.2,206.5,384,0.124462434,288,1637,354,164,6,80.5,53,7.3,361,6.8,39.8,241,73,13.8,378,323,227.6,1858,68,0,1605,442,2607,51,323,13.0,51559,8.4,76
2374,21394,11062,11891,762,13494,20787,7.1,58.4460641,60666,67802,6.8,5557,22640,5244,37.8,31092,22.0,94.6,32.82684919,54.44975203,164.0807239,1708,1171,54.25350456,99348,2.9,238.3,51,2.372810295,19204,58515,6394,7921,62,86.4,499,9.0,52,7.9,32.2,7663,9,9.0,14361,15146,264.9,82312,1258,3074,56807,10768,103718,1380,14829,9.3,64234,6.4,4246
1068,7019,4968,4373,645,6614,11691,8.3,18.7684511,49088,58524,8.3,2654,10800,2741,41.8,13448,28.4,109.4,10.98779897,24.37621379,58.46875412,795,701,19.93554891,36792,3.3,271.5,291,0.578804609,6868,19344,2357,3947,117,101.0,544,10.5,501,9.2,32.1,3814,12,9.9,4318,4548,303.4,32170,350,841,18549,4160,39764,1260,5147,11.9,53806,8.5,1689
5951,56020,32424,30555,-1042,34384,54206,7.1,58.46948203,64590,70990,6.7,14446,63495,14489,38.9,83626,23.4,105.7,120.9713421,290.4058948,643.3136496,5431,11698,241.1959476,222998,2.8,302.9,217,2.389557375,62745,137463,15250,21103,380,93.7,3145,9.6,49,8.6,30.5,22006,44,9.7,31742,37701,352.1,215051,18613,11134,132032,27079,266784,9950,39667,10.2,67790,6.7,12129
3947,37322,23023,21241,804,22483,39405,8.4,57.67824647,74643,82363,6.4,8376,37939,7107,34.2,44759,23.1,118.5,18.48058101,88.87158384,212.3501156,2109,48701,48.49681131,58362,3.0,273.7,103,2.589635556,31138,86137,9341,13072,17955,104.7,936,8.1,322,9.4,22.8,13553,83,11.1,19358,18063,314.1,130860,1272,2808,84028,20196,167207,39981,23025,10.4,78503,5.4,6746
455,4761,1614,1713,-79,2114,3085,7.1,6.753891589,37545,43569,11.3,1308,4162,1516,57.2,6606,28.2,93.7,2.793507509,9.877222882,28.46229341,403,23,7.544719072,13521,3.9,248.6,349,0.242370508,1181,6676,1413,1292,1,83.7,62,11.5,381,8.3,39.2,1789,3,9.8,1824,1542,292.7,11544,472,188,6273,1550,14604,525,2141,15.5,40557,13.1,814
1531,11498,8921,7800,851,10047,15025,9.4,37.9616965,59639,68081,6.7,3590,16327,3369,36.0,19433,24.6,91.5,25.28624077,22.24671822,74.50063776,1178,526,32.59402902,64500,2.8,236.2,189,3.62155878,18118,35455,2356,5359,56,88.0,1552,9.3,175,9.8,26.5,5299,4,11.5,8270,7951,247.1,53930,329,1960,34277,8095,68700,1737,9505,9.8,63860,6.2,2752
19329,139001,113230,125353,366,106677,133981,7.1,206.8521423,88535,93831,5.5,40301,197334,39898,31.7,231953,20.8,105.7,427.9699496,1027.392058,2275.901923,19017,54887,853.2981094,742641,2.6,302.9,76,8.4537274,303918,480767,64890,62683,1019,93.7,4887,7.5,58,8.6,23.2,62779,62,10.3,129955,112617,352.1,731785,120100,19596,461750,108385,943823,20289,143173,8.6,91183,5.5,41750
559,3588,2086,1981,29,2389,4714,7.1,8.812180146,36233,43895,8.6,1200,4816,1139,42.9,6010,26.3,95.4,7.271747627,8.100215536,23.588682,430,177,9.368807022,16616,4.0,262.5,171,0.288022047,2172,8635,1797,1569,39,88.9,689,11.5,104,7.8,30.3,1804,3,11.5,2681,2165,285.7,14022,323,558,8205,2315,18432,588,2237,12.9,40064,8.1,1009
812,8325,4533,4517,-236,4920,8029,5.8,18.27592339,65319,79175,6.8,1980,8978,2119,41.5,12120,23.1,99.6,7.522894135,29.13461127,64.55440135,782,300,14.98239309,37342,2.8,240.5,122,0.564518942,8199,19161,1422,2731,10,87.2,107,10.4,148,7.0,31.3,2712,9,10.0,5437,4234,284.4,29215,263,1005,18379,4807,38463,441,5292,9.3,72247,7.3,1992
4233,39969,19024,21457,-599,27872,37527,7.1,39.69303391,72739,79869,6.9,10150,50170,9762,33.2,49137,27.2,105.7,82.12351844,197.1471378,436.7247601,4014,3718,163.7401016,169456,2.9,302.9,216,1.622192957,47270,105014,9986,16831,129,93.7,599,10.0,160,8.6,23.8,13700,32,7.7,20753,19220,352.1,148178,4124,2474,101000,15993,181111,3085,30679,9.2,76304,6.6,9282
3733,40217,25709,22953,1301,21015,40406,7.1,105.5819318,62742,69244,5.9,8447,35410,8331,37.3,53418,19.3,94.6,59.30120711,98.3626544,296.4093488,2898,6983,98.00813631,170709,2.6,238.3,131,4.286445949,36004,103628,7813,11676,127,86.4,3439,7.1,128,7.9,32.0,12475,10,12.0,24708,23808,264.9,143236,2748,2970,100730,23839,187365,3359,27043,8.7,65993,5.8,6614
1641,19156,7909,9034,306,9090,14730,6.1,34.81765029,61236,71066,7.8,4212,15510,5471,51.0,27659,22.3,80.3,8.853720884,27.56702917,91.21951954,1232,424,36.1797612,68224,3.0,212.0,41,1.383066458,8089,36392,5912,5349,29,74.4,232,9.4,232,6.5,38.2,7052,12,11.1,9421,7993,230.8,54270,364,590,35160,8046,70116,843,10831,13.0,66151,10.1,2443
2185,16047,9288,9109,1374,11486,22571,6.1,46.66002547,53034,61004,8.6,5393,20549,5307,42.6,26645,27.0,100.6,20.15560983,39.59288555,117.4370621,2122,1035,32.08206868,73261,3.5,246.3,226,0.971863786,9161,33752,6631,7515,204,91.7,1590,11.2,284,6.9,31.3,7818,14,12.1,9374,9133,278.8,62586,737,935,31630,9400,79604,2777,10654,12.5,57019,8.5,3645
808,8378,4647,4256,-21,4343,7898,6.6,22.99540221,59381,71265,6.8,1885,8393,1602,41.1,11351,22.9,104.9,11.8846745,21.08677071,61.5418879,605,402,18.88954888,34412,2.9,265.0,5,0.832976635,6094,20563,2049,2614,17,96.0,180,8.8,110,7.4,35.0,2725,3,11.4,5119,4023,302.7,27640,1262,594,19958,4877,36803,530,5053,9.9,65323,5.8,1871
132,1004,491,457,-131,733,1552,10.4,2.964463069,44178,54534,9.2,332,1646,317,38.4,1379,34.7,79.8,1.269357857,1.040715758,4.289010397,82,23,2.254884143,4345,3.7,199.6,565,0.228642098,829,2208,200,521,3,76.2,72,17.1,467,10.6,28.8,437,12,10.2,548,378,207.9,3594,34,86,2126,499,4555,78,596,12.2,49356,8.8,332
1649,19016,6785,7228,-193,8619,10581,7.2,36.81914694,48256,53292,7.6,4107,16359,4448,44.1,23755,24.6,100.8,28.97386785,53.03102008,136.8042901,1595,764,35.79184981,62408,3.1,273.3,166,1.017075269,9871,33495,4394,5487,39,88.2,152,11.1,255,8.7,34.4,6014,9,8.4,8675,10522,320.5,53874,1347,3684,31900,6085,65456,746,8737,11.2,50774,8.3,3318
2258,12342,15761,12546,807,11424,18581,6.3,74.61742432,51805,62435,5.0,4984,18450,5244,34.9,34659,15.7,88.0,34.70189885,50.25936071,159.0364667,1995,6061,68.48619941,101288,2.3,206.5,170,5.797552812,34502,65199,3066,6150,113,80.5,3235,5.5,35,6.8,30.2,7805,49,9.5,16970,31046,227.6,99347,5680,8822,63204,12174,121436,5059,11855,7.9,57120,5.3,3510
77,680,392,389,-38,525,647,8.5,2.585752294,59419,72731,7.4,188,778,190,38.3,978,23.8,112.8,1.511267388,0.952185811,3.695179798,122,105,2.096555914,2426,3.0,256.7,12,0.091724321,589,1404,219,255,26,105.6,354,13.0,77,9.6,27.6,278,33,6.8,335,364,276.9,2551,74,44,1282,402,3221,236,463,10.9,66075,7.4,96
511,4772,1756,2290,133,2351,3680,7.4,6.205076211,37665,46271,10.7,1448,4308,1768,56.1,7621,25.8,85.1,2.975241691,8.953181162,25.21717014,305,65,14.34705473,16308,3.8,225.8,199,0.287040935,1344,7281,2402,1639,12,77.8,97,13.8,196,8.1,38.5,2055,0,10.2,1981,1837,253.1,13592,128,244,6976,1676,16898,288,2580,15.1,41968,13.0,788
1857,13690,8298,7794,149,8185,14461,6.7,25.14681487,38160,46710,9.0,4638,14853,5029,53.6,27496,21.7,65.9,2.452788688,27.02652208,77.50353789,1222,344,47.81791778,46688,3.6,174.8,25,2.269402618,9216,25613,7496,5092,28,61.2,480,11.7,128,7.1,41.3,7585,2,12.8,9964,8510,191.3,51285,20258,2233,24391,9402,68461,663,8431,14.8,42435,9.8,2785
838,7081,4459,3736,-214,3160,5382,5.4,11.32937482,38703,46861,7.8,1918,6124,1792,50.6,12481,17.7,72.9,6.886968068,12.80035482,39.95455135,604,234,11.66883174,30523,3.4,199.9,6,0.616444344,3454,12540,4976,1972,43,66.5,592,8.6,107,6.2,38.9,3492,25,12.4,5344,5173,224.8,24670,1974,2754,11936,4935,33830,464,3855,14.2,42782,7.3,1196
1264,11501,6570,6253,-128,6690,12420,6.3,33.42717564,49132,58790,7.2,3023,12413,3097,46.4,19408,22.4,88.0,15.54578543,22.5152301,71.24528826,924,1275,30.68050441,49052,3.0,206.5,71,2.597192517,9701,30094,3419,4018,44,80.5,421,9.1,354,6.8,38.9,4882,4,11.5,7181,6949,227.6,41812,1966,1470,29170,6807,54401,1643,7223,11.7,53961,7.4,2710
418,3366,1455,1604,-92,1799,2700,6.9,5.073313105,35145,43257,10.6,1117,3480,1287,52.7,5575,26.0,77.2,1.45300991,6.205846063,17.22427822,233,32,6.890254469,11046,4.0,196.7,5,0.274306544,944,5963,2275,1214,0,71.2,72,13.3,13,7.6,35.9,1732,7,9.6,1564,1543,217.1,10587,1868,255,5730,1420,13275,257,1991,16.4,39201,12.2,685
164,1691,719,640,43,825,1559,6.5,4.238953217,43259,52303,9.0,425,1749,393,48.7,2307,28.1,84.8,1.673219386,2.506886724,8.016937435,64,29,3.770137937,6039,3.5,193.1,188,0.231465284,642,3227,422,552,9,77.9,19,12.6,87,6.9,35.0,585,12,10.9,799,624,218.2,4736,36,51,3163,798,6191,59,828,12.3,47781,8.3,406
482,5502,1768,1802,-94,2804,3848,6.5,12.02052377,48693,59243,9.0,1246,5374,1154,45.2,6267,30.3,84.8,4.744797213,7.108852096,22.73386426,321,46,10.69109056,17131,3.5,193.1,71,0.656372885,2166,10133,1113,1681,16,77.9,35,11.1,217,6.9,37.8,1691,6,10.4,2096,1705,218.2,13851,161,270,9812,1966,17556,167,2538,12.2,53968,8.3,1196
806,6953,3144,3194,300,3853,6066,5.4,9.669988114,41492,50642,9.5,2112,7221,2132,50.8,11269,25.7,72.9,5.878250161,10.92551716,34.10250282,454,248,9.959725586,27053,3.6,199.9,139,0.5261552,3187,13504,3099,2665,28,66.5,324,12.3,221,6.2,38.7,3199,6,12.1,3717,3554,224.8,22164,747,268,13050,3668,28875,475,3872,14.4,46067,9.6,1208
255,2108,601,674,15,1140,1148,6.1,2.033731912,33186,41344,10.8,566,2045,617,54.9,2888,31.8,79.1,1.983648804,2.968020362,7.624556929,143,18,2.870835284,2675,4.9,202.9,313,0.086452984,572,2835,926,696,3,71.9,42,13.1,92,7.0,39.1,1100,0,8.1,617,659,228.7,5256,3450,0,2692,524,6272,84,1070,20.9,37265,11.7,291
172,1553,819,791,-27,690,932,5.4,2.35328161,40390,49712,8.4,406,1519,370,48.9,2359,21.4,72.9,1.430526888,2.658826288,8.299161465,116,61,2.42379192,6480,3.6,199.9,363,0.128044765,780,2655,1142,422,9,66.5,236,5.1,452,6.2,37.3,708,18,18.6,1271,823,224.8,4821,153,106,2539,1151,7027,88,770,14.7,45051,7.7,290
7079,46729,41597,32922,-65,31867,61594,6.1,93.77313459,50464,57866,6.4,14538,56014,15929,39.1,89155,19.6,79.1,91.46385775,136.8521442,351.5599077,5252,8447,132.3710475,154065,3.1,202.9,28,3.98625169,63823,140971,19951,19550,387,71.9,1042,8.8,49,7.0,32.0,28675,45,12.8,35722,47696,228.7,227916,118622,14891,135719,34933,289195,6632,34779,12.6,54165,7.0,10129
1420,15105,6801,6699,-305,7662,13992,7.4,19.0700693,55183,62667,7.8,3581,13935,4149,45.4,20797,23.8,112.9,26.17131579,60.97713518,143.9319367,1245,380,37.11306235,53461,3.1,304.1,28,0.48852338,8891,29796,3277,4536,7,94.8,665,11.0,141,10.2,32.2,5362,9,9.8,6834,7078,375.1,45812,1837,1947,28551,6227,57511,1161,8775,11.7,58925,9.1,2899
155,1427,710,631,83,865,1716,6.6,3.762066047,50282,59552,8.2,382,1742,312,43.9,2043,29.4,104.9,1.944342178,3.449812419,10.06830169,131,21,3.090345184,5828,3.3,265.0,192,0.136275638,822,3303,270,595,8,96.0,33,9.0,426,7.4,35.6,511,0,11.4,707,569,302.7,4657,41,110,3172,752,6021,90,779,11.0,54917,6.7,413
128,791,447,383,-42,384,738,8.6,2.554041724,30693,37355,12.1,317,665,296,59.6,1565,15.9,92.8,1.907269605,1.600406921,4.522683865,57,22,2.233016146,1252,4.9,219.1,504,0.269094969,392,1379,390,219,2,84.8,2731,14.1,103,9.2,46.8,484,14,23.7,805,497,240.4,2627,20,1,1322,848,4165,138,483,18.4,34024,11.3,99
3264,27165,22235,21342,983,16842,35159,6.7,56.53065397,63379,69213,6.6,7786,29151,8554,47.0,55615,19.5,65.9,5.513928874,60.7562817,174.229846,2595,2091,107.495847,116816,2.8,174.8,69,5.10167251,30215,76149,10913,10477,153,61.2,337,7.9,32,7.1,38.7,12996,17,11.2,20188,19300,191.3,118231,32667,5893,73554,18789,153902,1838,19417,11.0,66296,7.2,5312
795,7304,2998,2896,-114,3414,5377,6.3,11.41970197,31681,37967,10.7,2153,6773,2507,55.3,11141,26.3,86.6,2.775622008,15.90660973,45.34907235,370,91,14.26210586,23756,3.9,236.3,157,0.509211857,2590,9043,3048,2343,17,79.0,230,10.7,354,7.0,42.8,2989,46,11.0,3049,2944,273.1,20139,949,1894,8673,2897,25571,528,3598,14.8,34824,12.4,1432
167,1568,638,711,-113,858,1231,6.3,2.703643806,30714,37554,9.7,450,1620,533,49.5,2295,25.9,86.6,0.657135647,3.765930754,10.73650948,129,8,3.376590235,5816,3.6,236.3,385,0.120557216,694,2513,708,542,1,79.0,76,16.0,441,7.0,35.9,628,4,13.1,794,636,273.1,4634,20,40,2384,757,6054,133,855,13.5,34134,11.5,263
1664,12936,6988,8209,741,7669,12677,6.2,23.29657287,54412,63500,8.1,3886,13167,4164,46.2,22123,22.5,86.2,24.55866355,29.26545126,86.71952412,1014,411,27.30863177,38770,3.5,223.5,280,0.648413559,9243,29943,6522,4498,59,78.1,505,9.9,184,7.1,34.3,6678,4,9.7,7484,7277,255.0,47843,19319,4100,28929,6258,60115,1051,9462,14.0,58956,8.7,2270
774,8253,4559,4607,360,3985,7732,6.0,12.61904215,53658,62748,7.8,1998,6317,2313,44.4,11336,20.0,86.8,9.285969062,17.67123113,44.35410432,460,240,18.83712089,26996,3.0,240.7,83,0.330716443,4225,14767,2773,2400,30,80.1,240,8.1,252,6.9,36.4,2987,25,10.2,4002,3762,265.2,25516,4253,2592,14307,3624,32461,702,4633,11.7,58203,9.1,889
133,1428,753,616,-29,597,1280,5.0,1.655381045,70830,87726,8.1,331,1155,374,44.5,1823,19.6,72.3,0.971916285,2.592389184,5.669817875,117,91,1.545144793,4959,3.2,185.8,473,0.080839918,427,3151,558,416,1,65.0,326,6.4,469,5.6,32.1,486,10,14.3,749,633,213.5,4093,58,16,3034,851,5575,140,768,11.9,79278,9.1,192
2100,27921,8468,9269,-404,11010,12490,7.2,41.59816601,48610,52398,9.1,5513,21498,5915,52.5,31878,28.4,100.8,32.73459233,59.91429352,154.5610924,1713,415,40.43752868,70584,3.5,273.3,345,1.149088706,8628,33553,6647,6855,23,88.2,124,12.8,322,8.7,37.3,7728,14,8.6,7684,8337,320.5,60728,2223,4973,31840,6873,73952,583,10934,12.7,50504,9.7,4522
397,3858,2503,2051,55,1468,2465,5.4,5.248752336,42044,51972,7.6,895,2754,789,49.6,5876,17.4,72.9,3.190642936,5.930238283,18.51042517,233,177,5.406018324,14334,3.3,199.9,75,0.285590665,1032,6486,3225,935,17,66.5,221,6.5,288,6.2,39.0,1743,7,11.7,2053,2137,224.8,11852,714,2077,6253,2140,15673,210,1896,14.7,47008,6.7,490
731,9238,3358,3660,11,3621,4450,7.1,13.25712519,43432,52034,9.0,1969,6536,2444,55.6,12215,22.8,93.7,5.483339239,19.38787121,55.86826232,582,261,14.80943008,26982,3.3,248.6,25,0.475745891,3154,14079,2713,2290,10,83.7,93,11.4,128,8.3,39.6,2949,1,10.7,3720,3388,292.7,21973,674,593,13497,3590,28666,646,3937,13.4,47733,11.1,1102
145,1109,593,574,-135,659,1293,5.4,1.738421067,42709,53327,9.7,376,1286,371,50.1,1950,23.0,72.9,1.056761787,1.964133665,6.130773753,78,46,1.790508589,4787,3.7,199.9,547,0.094589494,616,2474,694,474,0,66.5,90,12.6,553,6.2,36.4,561,25,12.6,691,576,224.8,3890,166,40,2396,722,5191,102,654,14.4,48018,9.5,248
197,1725,1114,790,-167,924,1662,5.8,5.099370314,46486,56944,7.4,524,2000,526,43.7,3101,21.9,73.9,2.906189808,2.976136922,10.51914354,100,112,2.551941516,7927,2.8,189.1,337,0.282044818,1773,4632,627,602,5,68.5,272,11.0,389,6.2,33.6,699,25,11.4,1168,1764,206.7,7088,312,999,4532,1071,8897,269,984,9.9,51715,7.4,480
218,2245,823,927,-46,1118,1421,6.3,3.712486118,50087,52423,9.7,602,2185,688,49.4,3062,26.3,86.6,0.902340376,5.17115665,14.74274915,122,22,4.636536939,8066,3.5,236.3,336,0.165542144,999,4048,844,788,7,79.0,40,10.4,57,7.0,35.0,809,3,13.3,1212,905,273.1,6197,57,152,3926,1102,8313,121,1046,13.1,51255,11.1,392
150,1523,682,639,19,825,1360,5.5,3.179839563,48194,59366,8.3,369,1565,351,41.5,1840,26.3,73.9,2.131389208,1.341602592,4.811145543,82,33,2.372808698,5862,3.4,181.6,17,0.155198243,795,2835,244,549,5,68.9,56,10.8,4,5.8,31.8,538,9,13.7,886,580,192.6,4433,24,31,2753,877,6050,70,707,12.1,53780,7.9,305
